"id";"description";"EMO"
"1038646179507138";"Lügenminister de Maisiere eben, wir halten nie Informationen bzgl. der Herkunft, Nationalität usw. zurück... Niemand tut das. Das lügt der frech und dreist im Fernsehen. Aha.. liest der Depp keine Zeitungen.. Hinter welchem Mond lebt der eigentlich..";"yes"
"1035167273188362";"Diese Demonstrationen bringen doch gar nix da lachen die Eliten nur drüber...es müssen taten folgen";"yes"
"1035578873147202";"Dresden ist ein Vorbild !!!!Auf die Strasse Deutschlands Bürger !!!! Wacht endlich Auf und Meckert nicht nur rum ,so ändert sich nichts !!!Nur die Masse kann was Bewegen !!!es geht euch noch zu Gut !!!aber wartet ab ,der Hammer kommt!!!";"yes"
"1035702549801501";"Lieselotte Scholz!

Habe da was gefunden - bitte mal anschauen!

https://m.facebook.com/story.php?story_fbid=305394796318288&id=100005433091690";"no"
"1035101779861578";"Du sprichst mir aus dem Herzen";"yes"
"1035191186519304";"Von Sachsen (y) aus ""VIEL, viel Glück. Auch wenn am Anfang nur wenige auf die Straße gehen.... ja nicht den Kopf hängen lassen.... es werden auch in Paderborn mehr, viel mehr Leute werden.";"yes"
"1035137589857997";"Schmeißt die Asylanten raus macht die grenzen zu
Schützt unser Volk denn von denen seit ihr gewählt";"yes"
"1035684276469995";"bei windigen 5 Grad Minus war das schon okay...";"no"
"1035130389858717";"Wenn man früher so gedacht hätte Taha Tek, würden heute immer noch einige hinter einer hohen Mauer sitzen. Glaube versetzt Berge. Warte noch ca 6-12 Monate und dann wirst du sehen...";"yes"
"1035132009858555";"Beweise Sarah, wir wollen Beweise. ????";"yes"
"1035107683194321";"Mega ??????";"yes"
"1035101803194909";"Vielen dank und liebe grüße an den Osten macht weiter so ! Zu schade das hier im Westen sowas nicht mehr möglich ist ..........";"yes"
"1035164869855269";"Stimmt Ihre Zahl mit den 8000?
Sicher haben sich die Anderen wieder verzählt...";"yes"
"1035497303155359";"*chrmchrm*kotz*chrmchrm*";"yes"
"1035180829853673";"PEGIDA ist die einzige Rettung Deutschlands wenn man sieht was dieses Gesockse wieder am Kölner Bahnhof gemacht hat!";"yes"
"1038637276174695";"Da soll sich doch die Polizei mal mit der PEGIDA in eine Reihe stellen! Das wäre Das Zeichen!";"yes"
"1035125479859208";"Ohne die pegida-bewegungen wären wir jetzt schon ganz woanders.
Die regierung hat angst vor solchen bewegungen...";"yes"
"1035111436527279";"Das passt schon. Wir lassen uns nicht auseinander dividieren!";"yes"
"1035129403192149";"Andi Grupp";"no"
"1035614636476959";"Aha da stehen also die Patrioten gegen Flüchtlinge zu demonstrieren ist voll patriotisch ihr seit Abschaum nichts weiter Abschaum und gehört auf der Straße angespuckt";"yes"
"1035816276456795";"Christoph du weist aber schon das die Flüchtlinge zu 90% nicht für den Arbeitsmarkt in den nächsten 6 - 13 Jahre nicht integrierbar sind . Nächstes Jahr sollen noch mals 4 ,6/Mill Raketentechnikern , Nobelpreisträger u Ärzte kommen. Es gibt Berichte das bis 2050 ca 52 Mill. nach Europa kommen . Auf der ganzen Welt gibt 950 Mill. den Status als Flüchtling erfüllen Die Grünen welche Deutschland abschaffen wollen scharren schön mit den Füssen . Für sie gibt es noch jede Menge Umweltflüchtlinge sowie Klima Flüchtlinge usw . Geile Aussichten was ? So u jetzt kommt das Beste : Arbeitgeberchef Crillo";"yes"
"1038624566175966";"Ja du kommst damit sofort in den Knast, es sei den du bist Flüchtling dann wird das verharmlost!";"yes"
"1038767516161671";"Ronny Koch";"no"
"1035129163192173";"Müßte jeden tag vor den Nachrichten gesungen werden.In JEDEM deutschen Programm!!!!!";"yes"
"1035475253157564";"Diesen bescheuerten  H 4 Anrufer aus Nürnberg ,müßte man mal einen Besuch abstatten.Das war bestimmt der,der bei einer AfD Veranstaltung in Nürnberg auch solche beleidigenden Worte uns zugerufen hat.Ich kann diesen Zahnlosen nur raten ,besser ist es den Mund zu halten, denn es sieht sehr krank aus und bekloppt ist er außerdem.";"yes"
"1036009336437489";"Arthur";"no"
"1035120989859657";"Wir brauchen eure Unterstützung unbedingt in Passau in Niederbayern. Da gehts drunter und drüber";"yes"
"1035343533170736";"Das ihr immer noch auf die Straße geht finde ich persönlich super.
Unsere Regierung interessiert das allerdings schon lange nicht mehr.
Warum auch, es läuft weiter alles nach Plan.";"yes"
"1038732089498547";"Weshalb kann Merkel - vorbei am Bundestag - die Grenzen öffnen? Eben - weil wir rechtlos sind, leider!";"yes"
"1043591835679239";"Man braucht gar keine Comedy-Sendungen mehr, die Politiker und Schreihals-Journalisten sind witzig genug :-D  Fordern ""für sich"" Meinungsfreiheit und sterben fast am Herzinfarkt, weil se ne Mistgabel sehen...Lächerlich";"yes"
"1035120493193040";"Kommen Sie mal bitte aus ihrem Winterschlaf heraus die Welt hat sich weitergedreht und Sie haben das offensichtlich nicht bemerkt. Von weltfremden Frustrierten Wessis lassen wir uns hier nicht unseren Standpunkt suggerieren. Also schweigen Sie lieber und bewegen sich auf die Plattformen die ihrem Niveau entsprechen !!";"yes"
"1035100589861697";"Es war wieder ein erfolg die pegida demo";"yes"
"1035560899815666";"Efe Zehir,die dumme Nazinummer zieht nicht mehr und wenn du ein Fünkchen Verstand hättest würdest du erkennen das dies Unsinn ist. Bei so viele Leuten solltest du Beten das sie keine Nazis sind ansonsten wärt ihr schon draußen.";"yes"
"1035117289860027";"Pegida scheint unbelehrbar. Oder liebe Dresdner wollt Ihr nicht so schöne bunte Zustände wie in der weltoffenen, bunten Stadt Köln?                                                                                                                       http://www.focus.de/regional/koeln/silvesternacht-am-koelner-hauptbahnhof-gruppe-von-1000-maennern-fuer-sexuelle-uebergriffe-verantwortlich_id_5188685.html";"yes"
"1035430883162001";"Danke Pegida, Danke Dresden !!!";"yes"
"1035391983165891";"Was heißt denn verseucht? :D
Und wenn deutsche vergewaltigen ist das ok?
Schon mal daran gedacht das es mehr verkaufte Schlagzeilen gibt wenn man auf die Tränendrüsen der deutschen drückt?
Sein Land zu lieben ist ja vollkommen in Ordnung, aber über andere hetzen ist unter aller sau! ;)

Am besten noch darüber beschweren das sie unser Geld nehmen und uns die Jobs klauen :D

Ihr seid ja solche pfeifen!!!

Hinweg mit euch! Sowas braucht Deutschland nicht!";"yes"
"1043589759012780";"Was ist daran schlimm ? für ihre Politik sind Mistgabeln noch human !.";"yes"
"1038634349508321";"Bis an die Zähne bewaffnet, gepanzert und mit Kampfstiefeln gewappnet wurde heute ein von Rockern betriebenes Bordell von der Polizei durchsucht. Im Gegensatz dazu werden Moscheen 'auf Socken' von der Polizei besucht aus Respekt vor der Kultur. (Ich glaub, das brauch ich nicht weiter kommentieren)";"yes"
"1035135839858172";"Ja das machen wir Peggy";"no"
"1035106536527769";"Grüße aus Plauen.";"no"
"1035111649860591";"I ?? Pegida! ??";"yes"
"1035408263164263";"Hallo du pfeife, sag mir einfach nur schnell und ehrlich, wann und wo haben 100derte von deutschen gemeinsam vergewaltigt,  sexuelle ubergriffe, gestohlen und  Beleidigungen begangen haben. Ach du kannst dich nicht erinnern?";"yes"
"1043586682346421";"#PEGIDA #InformiertEuch #InformiertAndere #AufDieStraße #GegenöffentlichkeitSchaffen 

Ja, momentan ist es das wichtigste, eine Gegenöffentlichkeit schaffen! 

""Methoden von 1933""  und ""Sind wir hier in Nordkorea, oder was?"": Tatjana Festerlings Konter auf die Volksverhetzungsanzeige wegen ihres Mistgabel-Satzes von letzter Woche.";"yes"
"1038678202837269";"Über 500 Anzeigen nur in Köln, es gibt ja noch viel mehr andere Städte, die Anzeigen sammeln !!!";"yes"
"1038622839509472";"https://youtu.be/WiVJpxbx1oo";"no"
"1043590022346087";"Das gegenseitige Anzeigen wegen Volksverhetzung scheint ein neuer deutscher Volkssport zu sein. Es erinnert mich irgendwie an die "" antiamerikanischen Umtriebe "" und deren Verfolgung.Es ist einfach nur noch lächerlich.";"yes"
"1035104689861287";"Danke Dresden.Grüße aus Saarlouis";"yes"
"1035429613162128";"Auf den Kommentar von der Antifa antworte ich gar nicht erst,direkt blockieren,bedanken tue ich mich bei diesen kleinen Pi.... wenn die Zeit gekommen ist.";"yes"
"1038674832837606";"Die Merkelmedien werden schnell wieder auf Lügenmodus umschalten z.B. ganz neu: 2016 kommen ""nur"" 500.000 Mann muslimische Verstärkungstruppen nach Deutschland.";"yes"
"1035182749853481";"Es geht eindeutig weiter...";"no"
"1035166349855121";"Sollten wir wegen Kälte nicht kommen, dann nur weil kein Auto mehr anspringt. Widerstand ist jetzt Pflicht.";"yes"
"1035119583193131";"Fahrt mal nach Dresden u. gilt euch dort Inspiration, Mut  u Kraft ,das wäre ein guter Anfang . Live in Dresden dabei zu sein ist 10 000mal besser als der Livestream !!!";"yes"
"1035162073188882";"Auch der Osten wird bald vollständig mit dieser kulturellen Bereicherung gesegnet sein. Merkel und ihre korrupten Helferlein arbeiten grad fleißig daran. Jeden Tag strömen tausende illegale Einwanderer in's Land und werden flächendeckend in Position gebracht. Die Migrationsbombe ist bereits gelegt. Es fehlt nur noch der Zünder.";"yes"
"1035160573189032";"Den Soli zahlen wir auch du Spatzenhirn  :-D";"yes"
"1035105359861220";"Respect for Pegida, you should kick out of your Country, Zionist Merkel";"yes"
"1038630792842010";"Gegen Flüchtlings-Kriminalität muss mehr gemacht werden!";"yes"
"1035099756528447";"Respekt Dresden ??";"no"
"1038633692841720";"ich bin AUSDRÜCKLICH nicht der meinung, dass dies ein österreichisches problem ist. 
wir und österreich und einige andere länder auch, haben DASSELBE problem. 
dass ist eine DURCH UND DURCH VERSAUTE regimeklique. 
was strache sagt, ist auch UNSER problem. 
denn wenn diese kranke bundeskreatur erst alle einlädt und ich jetzt über ein direktes post eines österreichischem politikers erfahren muss, 
das nun quasi STILLSCHWEIGEND von dieser kreatur versucht wird, ohne öffentliche wirkung plötzlich eine 
entscheidung gravierenden ausmasse über die österreicher zu korrigieren - ich hab mal was gehört in den nachrichten vor kurzem - 
aber NIRGENDS wird darüber berichtet, was dies KONKRET bedeutet für die ÖSTERREICHER - ahhhh, ich bin zu sauer. 
das ist auch UNSER PROBLEM - ich kann doch jetzt die österreicher nicht im regen stehen lassen - 
die können doch auch nichts dafür dass dieser irrsinns partner feymann genauso amok läuft seit monaten. 
JETZT den österreichern mit dublin und juristerei zu kommen - also echt, dass ist nicht AKZEPTABEL.
die österreicher reissen sich doch genau so den arsch auf, was zu ändern. 
nä ! das ist nicht akzeptabel, was du da von dir gibst.  das ist KEIN österreichisches problem, und ich bin echt STINKSAUER über deine juristische vorlesung. 

um JURISTEREI geht es doch seit MONATEN nicht mehr.";"yes"
"1040638075974615";"Hallo, sehr geehrtes Pegida Team, 

mein Name ist Sonja. Ich wende mich an Sie, weil ich Angst habe und weil ich total verzweifelt bin. Es wird hier in Deutschland von Tag zu Tag alles schlechter: Wenn man krank ist, man bekommt nicht mehr die notwendige Hilfe. Es ist kein Geld da, heißt es. Die Kriminalität wächst von Tag zu Tag. Von Islamisten bin ich bereits mehrmals umzingelt, ausgeraubt und angegriffen worden. Man traut sich nicht mehr aus dem Haus. Die Stimmung in der Bevölkerung wird zunehmend schlechter. Das steckt an und zieht jeden Einzelnen deutschen Bürger runter. Es raubt Kraft und Energie, die man nicht hat. Alles dreht sich nur noch um die Flüchtlinge und Asylanten. Sorry, ich kann es echt nicht mehr ertragen, wie viele andere auch nicht mehr. Wie es den deutschen Mitbürgern geht, ist der Regierung total egal. Ich fühle mich als Deutscher nur noch 2. Klasse. Ich bin sehr krank und habe sehr Angst, wie es mit der Gesundheitsreform weitergeht, weil das Gesundheitssystem durch die Flüchtlinge und Asylanten sehr stark belastet wird. Auch wird alles in Deutschland teurer werden. Der Lebensstandard jedes Einzelnen nimmt drastisch ab, weil die Regierung uns das Geld aus der Tasche ziehen, um die Flüchtlinge/Asylanten zu finanzieren. Ehrlich gesagt kann ich jeden Einzelnen verstehen, der sich in irgend einer Form dagegen wehrt. Ich habe keine Kraft mehr. Ich habe Angst vor einer Islamisierung. Ich appelliere an eine rechte Partei, wie die Pegida, dass der Wahnsinn endlich ein Ende hat. Bitte setzt alles daran, dass die Islamisten unser Land ganz schnell verlassen müssen, damit es für Deutsche in Deutschland wieder lebenswert ist. Vielen Dank.

Viele Grüße, 
Sonja Lehner";"yes"
"1036186716419751";"Es müßten nur viel mehr sein!";"yes"
"1035161756522247";"Danke Dresden, danke Pegida, wir sind nächste Woche auch wieder dabei .";"yes"
"1035120999859656";"ich habe gehofft in Frankreich passiert etwas. Da sah es auch erst gut aus und dann doch wieder nix mit der Le Pen....und hier wird das gleiche sein. Frankreich hat schon länger und noch schlimmere Probleme mit dem Thema.";"yes"
"1035347536503669";"Lars Fötsch!
Manche brauchen etwas länger! ??
An Fakten gibt es nichts zu deuteln!";"yes"
"1038640542841035";"Stimmt, diese Demokratie hat es nie gegeben. Wie kann eine Merkel sonst auch möglich sein/werden ?";"yes"
"1035118613193228";"Danke Pegida!";"yes"
"1036216296416793";"ICH BIN DEUTSCH UND ICH LIEBE DIE ISLAMISCHE KULTUR";"yes"
"1035503666488056";"Karl Heid ,lass dieses Linksfaschistische  ETWAS  lallen,den es ist ja auf den Kopf gefallen.";"yes"
"1035569186481504";"Herbert Bach!
Drück dich mal bitte etwas genauer aus!
Was meinst du mit dem ""auf den Kopf gefallen"" ?";"yes"
"1035469186491504";"Liza Bauer ich habe dir gesagt dass du dich nicht bei solchen Seiten rumtreiben sollst ??????";"yes"
"1035101806528242";"Gerrit Rüdiger";"no"
"1036398726398550";"Super , ja !,,  Dresden ,,  und wo ???? Noch ?? Wo?? Sind die restlichen deutschen Städte,,, ???!!";"yes"
"1038679302837159";"Irgendwann wird Alles gut. Hoffentlich.";"yes"
"1038652389506517";"Von Zurückweisungen wurde bis jetzt nichts verlauten lassen . Mich wundert das jetzt. An Bürgerwehren wird man nicht vorbeikommen denke ich.";"yes"
"1035396469832109";"Iris, ich dachte, das sind schon alles studierte Fachkräfte ?? ;-)   :-D";"yes"
"1035104626527960";"Mir gefällt vor allem die norwegische Flagge im Hintergrund! Großartiges Ambiente am Start! :)";"yes"
"1035119026526520";"http://www.t-online.de/nachrichten/panorama/kriminalitaet/id_76550176/silvester-in-koeln-straftaten-einer-voellig-neuen-dimension-.html";"no"
"1038628039508952";"Immerhin werden Wirtschaftsflüchtlinge an der deutschen Grenze zurückgewiesen. Einem deutschen Politiker hätte ich es nicht geglaubt.";"yes"
"1018218288216594";"Rußland hat Putin. Brillant, besonnen, beneidenswert gut. Der Rest der Welt hat eine Krankheit. Morbus Merkel, Erdogan und Edathy. Chaoten, Chauvinisten und Perverse.";"yes"
"1035128326525590";"Na wenigstens geben wir hier denen keinen Anreiz zu bleiben. Wie in den meisten anderen Ländern, wollen die hier in Sachsen nicht bleiben ...";"yes"
"1035136589858097";"Fahham";"no"
"1035120053193084";"...lach... Da war er wieder, der bedauerliche Einzelfall.";"yes"
"1035919683113121";"JETZT 
DIESES JAHR 
BRAUCHEN WIE JEDEN AUF DER STRASSE!!!";"yes"
"1035136729858083";"Das ist schon mal traurig dass du nicht an das Gute glauben möchtest. Kann man nix machen. Zum Glück sehen es immer mehr, anders :)";"yes"
"1035100273195062";"Danke Dresden!!! Hoffentlich kommen viele nächste Woche nach Leipzig!!";"yes"
"1035113873193702";"Die Deutschen Volkshelden! Wir sind stolz auf euch.";"yes"
"1035110299860726";"Ja, aber es muss sich doch was ändern? Mann will doch in diesem Land keine Menschen dulden, die das Land die Religion und die Menschen nicht respektieren.. Da sage ich auch zurück in euer Land.. Das ein Deutscher sofort als Nazi beschimpft wird, dass ist jedem klar.. Nur ich selber glaube nicht, dass man mit Demos was ändern kann... Es muss mehr passieren, damit unsere Kinder nicht mit Hass, Gewalt und Intoleranz aufwachsen..";"yes"
"1035191903185899";"Gibt in vielen Regionen schon Pegida Organisationen! Bitte fragen Sie direkt bei Pegida hier nach oder falls Sie in Bayern wohnen bei Pegida Nürnberg bitte! ??";"no"
"1035552016483221";"Wenn unsere Regierung sich nicht bald ändert wird es so richtig knallen in Deutschland und davor habe ich richtig Angst. Wo sind unsere Werte!";"yes"
"1035386116499811";"Ja die tolerante  Stadt Köln,  leider mußten  sie nun selbst erfahren wie es ist , wenn man ungebremst, unkontrolliert , sich den Abschaum Nordafrikas  ins Land holt. Vielleicht wacht man jetzt endlich mal auf ?";"yes"
"1035354106503012";"Uzasne, pokracujte...
Urobte poriadok s Merkel ohrozuje celu Europu..";"yes"
"1035140186524404";"Carsten sollen wir rüber kommen ,auf die Straße gehen, und ihr bleibt in euren Häusern sitzen. Wacht auf und bewegt etwas . 
Ihr wollt es doch auch . Vor was habt ihr Angst ? 
Organisiert etwas und los geht.
Nur vereint sind wir stark und erreichen das was wir alle wollen. Glücklich mit unseren alten unseren Enkeln und Kinder friedlich leben so wie wir es als deutsche immer getan haben .";"no"
"1040751905963232";"Auch in wesden ist das balt möglich";"yes"
"1035119406526482";"Jessy Jessy Gemsa warte es ab! Wenn es die Ersten negativ trifft, dann ist das Geschrei groß! Spätstens dann, wenn wir ne Wirtschaftskrise haben, das Sozialsystem zusammengebrochen ist oder der Bürgerkrieg Einzug hält! Dann werden viele aufjaulen ;-)";"yes"
"1035134493191640";"Ja es waren heute wieder viele  auf der Strasse in Dresden bei Pegida.Wenn ich aber von den Vorkommnissen in Deutschland höre und was hier alles so abgeht und auf uns zukommt in nächster Zeit hätte ganz Dresden und Umgebung auf den Beinen sein müssen.Was ist nur mit der Bevölkerung los.Wollen sie es nicht sehen?";"yes"
"1035118139859942";"http://www.wiedenroth-karikatur.de/KariAblage201512/20151230_Linke_Propaganda_Deutschland_Scheisse_Bundestag.jpg";"yes"
"1038629589508797";"Es ist doch über Jahrzehnte jeden klar denkenden Bürger bekannt, wie verlogen und heuchlerisch die Politik ist. Dieses ganze System besteht doch nur aus Lug und Betrug. Hinzu kommt noch die Korruption durch Wahl spenden, an dieser ""Musterdemokratie"".";"yes"
"1035129609858795";"Deutschland sind große sogar Prof. Wolniewicz große polnische Philosoph, sprach dies während der Vorlesungen, Deutschland ist ein großer und Stolzes Land ""Ich freue mich, dass aufwacht im deutschen Sinne der Einheit, die den Versuch, Politikern und diese Einheit widersetzen würde der Regulator der Normalität werden";"yes"
"1035197319852024";"??????????";"no"
"1035145703190519";"Michael Dotzler";"no"
"1018216421550114";"Marcel Müller Das hat mit Neid garnichts zu tun. Und kriegen sie mal eine Weiterbildung, die was hilft. Ich habe in diesem Jahr an einem Bewerbungstrainig teilgenommen. Also erzählen sie mir hier nicht, was ich tun soll.";"yes"
"1035439783161111";"Efe Zehir!
Was soll dein Kommentar? 
Erklär das mal bitte etwas genauer!";"yes"
"1035402853164804";"einfach nur asi!";"yes"
"1038910342814055";"Natuerlich Regime";"no"
"1035130729858683";"Bis 2017?";"no"
"1035127989858957";"Na dann mal ran.";"no"
"1035118486526574";"Pegida leistet jeden Tag mit seiner fb Seite Aufklärungsarbeit. Es wird über Sachen Berichtet die wo anders verschwiegen werden. Pegida klärt viele Menschen auf was in diesem Land schief läuft. Und damit werden auch Wähler von den Altparteien weggezogen. Außerdem fällt das auch im Ausland auf - und wenn eine Merkel da immer von Moral und Toleranz spricht, dann fragt man sich schon warum viele Tausende hier demonstrieren. Das macht keinen guten Eindruck auf die weil es immer auf Missstände in einem Land hindeutet. Die Erhebnisse sind teilweise nicht exakt greifbar, aber der Aufschwung der AfD in den Wahlumfragen ist zum Teil mit ein Ergebnis von Pegida. Die Bewegung ist eine Art Opposition - denn in Berlin gibt es keine Opposition so richtig.";"yes"
"1043589672346122";"Sie+sind+im+Endgame,Bande+dammiche";"no"
"1035121889859567";"Es muss nur mal auch was bringen die Katastrophe ist doch da Dänemark schließt die Grenzen und die paar Asylanten kommen wieder zurück nach Deutschland. Wir schaffen uns ab";"yes"
"1035122363192853";"Kommt noch,Dänemark und schweden haben die Grenzen zugemacht!!!!!,Schweden ist überhaupt voll,also bleiben alle im Norden hängen!! Dann knallt,s,";"yes"
"1035419436496479";"Ihr steht dort nur aber macht garnichts weil unsere tochter, frauen, schwestern vergewaltigt werden in Koln, Hamburg .";"yes"
"1035123016526121";"Ja sind auch die einzigen! Die ossis sind ma immer sympathischer! Die Bayern sind alles pussys! Keiner traut sich was zu sagen. Uns geht's zu gut!!";"yes"
"1043590509012705";"Die haben kollektiv einen an der Klatsche. Was kommt als nächstes - ""Oh..da hat einer was von 'Mord und Totschlag' gesagt am Wühltisch im Schlußverkauf-das ist Aufruf zur Gewalt ! ANZEIGEN ! SOFORT !..und da hinten-da habe ich ganz deutlich gehört wie jemand 'Der lacht sich tot' gesagt hat.Das ist Sterbehilfe oder billigendes in Kauf nehmen daß eine Person ums Leben kommt . ANZEIGEN ! SOFORT ! ..Ich mag mir nun gar nicht vorstellen auf welche kranken Ideen die Herrschaften kommen wenn man nun äußert "" Das Übel an der Wurzel packen"" -gilt das dann als Aufforderung zu sexuellen Übergriffen ?";"yes"
"1035121379859618";"Ich denke mal schon, nicht um sonst nehmen diese Säcke Pegida unter Beschuß. Muß dir aber auch Recht geben, nur mit Spaziergehen wird es schwer, vor allem wo. Am besten in Berlin und ich denke mal ne halbe Million würde mindenstes vor Ort sein ohne der linken Terrorbande.";"yes"
"1035130883192001";"Bei dem Wort ""Köln""?";"no"
"1035155493189540";"Erfahren wir nächsten Montag,siehe Livestream Rede von Lutz";"no"
"1035148156523607";"Trotz Kälte und schneeregen wieder eine gelungene veranstaltung über 8000 Patrioten danke Lutz Siegfried Tatjana und Gernot für die Reden. Auch 40 gestörte Kinder sah man! Wir danken für den Kinderchor!";"yes"
"1035131443191945";"Das ist nicht die Antwort auf meine frage....";"yes"
"1035140836524339";"Wir werden hier bald andere Hymen singen.";"yes"
"1035126343192455";"Schwulenhaußen ...??? Finger in den Po, Bahnhofsklo ...?";"yes"
"1035107606527662";"sehr schön ? Nur Leider ohne erfolg ,seit 1 Jahr ,und nichts geschehen im Gegenteil auch Dresden wird geflutet,";"yes"
"1038626352842454";"Hab folgenden Eintrag bei Tagesschau mehrfach verteilt, daraufhin wurde ich gesperrt.
Ok, es war häufig dort von mir platziert, aber ich wollte, dass es gesehen wird.
Es werden derzeit ALLE Einträge (auch anderer User) mit diesem Video gelöscht, wie ich soeben festgestellt habe - Soll wohl niemand dort sehen?!

info[@PRE]; pressestelle.koeln[@POL]

Sehr geehrte Damen und Herren,

ich möchte Ihnen folgende Links zukommen lassen, zwecks Nachforschung und öffentliche Aufklärung:

https://www.facebook.com/brainexe.verstand/videos/920685451359652/?fref=nf

https://www.facebook.com/photo.php?fbid=1636875456563998&set=p.1636875456563998&type=3&theater

Augenzeugenbericht:
https://www.facebook.com/permalink.php?story_fbid=143558202686433&id=100010967614128&hc_location=ufi";"yes"
"1035118866526536";"oje...... gähn";"yes"
"1035364076502015";"Danke super weiter so meine stimme habt ihr vor allem nach Köln das War doch nur der Anfang.";"yes"
"1035369516501471";"https://www.youtube.com/watch?v=Up_ZqcmJQHw&feature=youtu.be";"no"
"1035161076522315";"Uwe Heidenreich, das mit der Couch muss ich ?? zustimmen. Gibt immer noch genügend, die sich zwar aufregen, aber ihren Allerwertesten nicht hoch kriegen.";"yes"
"1038623186176104";"Nur noch Verräter";"yes"
"1038623156176107";"Zahl der Anzeigen auf über 500 und Merkel sitzt es schon wieder aus. Kein Wort für die Deutschen.";"yes"
"1038779089493847";"Alfons Bittorf ab 50000 toten deutschen Frauen und Mädchen ?";"yes"
"1035143796524043";"Montags, keen Ding";"no"
"1035165236521899";"Ralf Dieter John du Spatzenhirn, wieso soll ich für den scheiß Osten zahlen? Hätte ich die Wahl zwischen Soli zahlen oder das Geld an die Schweine zu verfüttern, ich würd es den Schweinen geben ?? Die sind wenigstens Produktiv und aus denen wird auch mal was";"yes"
"1035135369858219";"Ich bin auch sehr beeindruckt. Wie gerne währe ich dabei. Die Hymne ist auch schön gesungen, hoffe wir schaffen das , dieses miststück von Merkel zu stürzen.";"yes"
"1035110449860711";"Am Montag sind wir bei euch";"no"
"1035107786527644";"doch, zb du... du bist aufmerksam geworden......";"yes"
"1035196396518783";"Teile und herrsche funktioniert bei uns Pegiden NICHT. :)";"yes"
"1035568876481535";"Hoben, wenn schon, denn schon";"no"
"1035592416479181";"Kalle-Morx-Stadt nehmen wir auch noch mit!";"no"
"1035161923188897";"Inteligenzresistenter Hauptschüler  :-D";"yes"
"1035160156522407";"Andreas Wegner ich habe schon viel über das Dummvolk geschrieben , es wundert mich immer wieder aufs neue wie pervers  krank einige Menschen in diesem Land sind. Nur so ist es auch zu erklären das Merkel und Co  weiter vorerst walten können wie sie wollen.Ich hoffe das die Verbrechen in Köln manche oder besser viele zum nachdenken bringen. In diesem Sinne Pegida ist das einzigste was zur Zeit offen darlegt das vieles schief läuft in Deutschland.";"yes"
"1035110559860700";"Vielen Dank an alle Patrioten die sich nicht unterkriegen lassen. Macht weiter so. Im Westen würde so etwas wohl erst möglich sein, wenn es einen muslimischen Terroranschlag mit 100 oder mehr Toten geben würde - und selbst wäre ich mir nicht sicher.";"yes"
"1035134646524958";"Ich bin nicht ungeduldig und bedanke mich auch für die Meinungen und Erklärungen... Ich habe Kinder und bin in meinem Umfeld umgeben von Migranten die in meinen Augen nicht verdienen in diesem Land zu leben. Ich verstehe Euch und bin auch bei der ein oder anderen Meinung mit euch auf einer Wellenlänge, aber ich glaube nunmal nicht, dass dies was bringen wird. Ich will auch in diesem Land leben und auch respektiert werden, ob ich an Gott/Allah glaube oder nicht, ob ich Türke bin oder nicht, ob ich eine andere Meinung habe wie die anderen oder nicht. Ich glaube ich weiß ganz genau über welche Migranten wir reden. Mir geht es nicht darum Euch zu sagen, dass ihr auf dem falschen Weg seit. Ich bin mittendrin statt nur dabei und erlebe die Probleme in meinem Umfeld. Die Muslims werden immer extremer und sind nicht auf einem Weg, wo ich mir ein Zusammenleben vorstellen kann. 

Ich habe auch zu den Assi Migranten in meiner Jugend gehört und darauf bin ich nicht stolz, aber ich habe mich um 180Grad geändert.. Ich muss auch mit Vorurteilen täglich kämpfen, obwohl ich anders denke. 
Ich respektiere Euch, aber nichtsdestotrotz denke ich nicht, dass dies was ändert.. Ich will mindestens genauso wie ihr, dass sich was ändert und das die extremen dieses Land verlassen, aber es fängt leider in der Erziehung an und da scheitert es bei den meisten.. Wenn der Türke nur unter Türken ist, wenn der Afghaner nur unter seinen Landsleuten ist und wenn der Russe nur unter seinen Landsleuten sich umgibt, wird sich nichts ändern.. Es gibt Moscheen die für das Gebet da sind und es gibt Moscheen wo Extremisten raus kommen, weil schon in jungen Jahren eine Gehirnwäsche vorgenommen wird..";"yes"
"1043594905678932";"Meine Mistgabel steht zum Ausmisten bereit. Ich bin dabei!! Ausmisten, ausmisten, ausmisten..................";"yes"
"1038734339498322";"Shade Deutschland alles ist vorbei";"yes"
"1035154296522993";"Holger Hellmann ich habe vor niemanden Angst, ich komme schließlich aus dem Erzgebirge ??... Das Problem liegt nur daran das ich mich nicht allein auf die Straße stelle...leider bin ich hier Einzelkämpfer. Es gibt hier noch zu viel Kapital. Solange es nicht an das Kapital geht ist den Leuten hier alles Wurst..deshalb mein bitten...";"yes"
"1036181086420314";"....weil du schon alt bist!!";"yes"
"1035121233192966";"Da bekomme ich gleich steife Nippel??";"yes"
"1035588979812858";"weiter so !!!!!!!!!!!!";"yes"
"1035113253193764";"Der unterentwickelte Osten gehört nicht zu Deutschland. Die Ausländer im Westen sind schon länger in der BRD als ihr und was habt ihr vorzuweisen? Fremdenhass, Arbeitslosigkeit und eine marode Infrastruktur. Ihr seit eine Last für die gesamte Republik (SOLI) und nun redet ihr davon, dass Flüchtlinge zu viel kosten? 
Der Mauerfall war der grösste Fehler der westlichen Welt ??";"yes"
"1038624766175946";"Das Szenario ist durchaus vorstellbar, gibt es Beweise!?";"yes"
